Kontonr.,Kontonavn,Moms,Type
12411,"Andre investeringsaktiver, reguleringer primo",,A
12412,"Andre investeringsaktiver, årets reguleringer",,A
12499,Andre investeringsaktiver i alt,,SumFra5
12500,Produktionsanlæg og maskiner,,Overskrift5
12501,Kostpris primo Produktionsanlæg og maskiner,,A
12502,Årets tilgang med moms Produktionsanlæg og maskiner,I25,A
12503,Årets tilgang uden moms Produktionsanlæg og maskiner,,A
12504,Årets afgang Produktionsanlæg og maskiner,,A
12551,Afskrivninger primo Produktionsanlæg og maskiner,,A
12552,Nedskrivninger primo Produktionsanlæg og maskiner,,A
12553,Årets afskrivninger Produktionsanlæg og maskiner,,A
12554,Årets nedskrivninger Produktionsanlæg og maskiner,,A
12555,Tilbageførte afskrivninger på årets afgang Produktionsanlæg og maskiner,,A
12556,Tilbageførte nedskrivninger på årets afgang Produktionsanlæg og maskiner,,A
12557,Tilbageførte afskrivninger Produktionsanlæg og maskiner,,A
12558,Tilbageførte nedskrivninger Produktionsanlæg og maskiner,,A
12581,Opskrivninger primo Produktionsanlæg og maskiner,,A
12582,Årets opskrivninger Produktionsanlæg og maskiner,,A
12583,Tilbageførte opskrivninger på årets opgang Produktionsanlæg og maskiner,,A
12584,Tilbageførte opskrivninger Produktionsanlæg og maskiner,,A
12599,Produktionsanlæg og maskiner i alt,,SumFra5
12600,Biler,,Overskrift5
12601,"Kostpris primo Andre anlæg, driftsmateriel og inventar",,A
12602,"Årets tilgang med moms Andre anlæg, driftsmateriel og inventar",I25,A
12603,"Årets tilgang uden moms Andre anlæg, driftsmateriel og inventar",,A
12604,"Årets afgang Andre anlæg, driftsmateriel og inventar",,A
12651,"Afskrivninger primo Andre anlæg, driftsmateriel og inventar",,A
12652,"Nedskrivninger primo Andre anlæg, driftsmateriel og inventar",,A
12653,"Årets afskrivninger Andre anlæg, driftsmateriel og inventar",,A
12654,"Årets nedskrivninger Andre anlæg, driftsmateriel og inventar",,A
12655,"Tilbageførte afskrivninger på årets afgang Andre anlæg, driftsmateriel og inventar",,A
12656,"Tilbageførte nedskrivninger på årets afgang Andre anlæg, driftsmateriel og inventar",,A
12657,"Tilbageførte afskrivninger Andre anlæg, driftsmateriel og inventar",,A
12658,"Tilbageførte nedskrivninger Andre anlæg, driftsmateriel og inventar",,A
12681,"Opskrivninger primo Andre anlæg, driftsmateriel og inventar",,A
12682,"Årets opskrivninger Andre anlæg, driftsmateriel og inventar",,A
12683,"Tilbageførte opskrivninger på årets opgang Andre anlæg, driftsmateriel og inventar",,A
12684,"Tilbageførte opskrivninger Andre anlæg, driftsmateriel og inventar",,A
12699,Biler i alt,,SumFra5
12700,Skibe,,Overskrift5
12701,Kostpris primo,,A
12702,Årets tilgang med moms,I25,A
12703,Årets tilgang uden moms,,A
12704,Årets afgang,,A
12751,Afskrivninger primo,,A
12752,Nedskrivninger primo,,A
12753,Årets afskrivninger,,A
12754,Årets afskrivninger,,A
12755,Tilbageførte afskrivninger på årets afgang,,A
12756,Tilbageførte nedskrivninger på årets afgang,,A
12757,Tilbageførte afskrivninger,,A
12758,Tilbageførte nedskrivninger,,A
12781,Opskrivninger primo,,A
12782,Årets opskrivninger,,A
12783,Tilbageførte opskrivninger på årets opgang,,A
12784,Tilbageførte opskrivninger,,A
12799,Skibe i alt,,SumFra5
12800,Edb-udstyr,,Overskrift5
12801,"Kostpris primo 2 Andre anlæg, driftsmateriel og inventar",,A
12802,"Årets tilgang med moms 2 Andre anlæg, driftsmateriel og inventar",I25,A
12803,"Årets tilgang uden moms 2 Andre anlæg, driftsmateriel og inventar",,A
12804,"Årets afgang 2 Andre anlæg, driftsmateriel og inventar",,A
12851,"Afskrivninger primo  Andre anlæg, driftsmateriel og inventar",,A
12852,"Nedskrivninger primo  Andre anlæg, driftsmateriel og inventar",,A
12853,"Årets afskrivninger 2 Andre anlæg, driftsmateriel og inventar",,A
12854,"Årets nedskrivninger 2 Andre anlæg, driftsmateriel og inventar",,A
12855,"Tilbageførte afskrivninger på årets afgang  Andre anlæg, driftsmateriel og inventar",,A
12856,"Tilbageførte nedskrivninger på årets afgang  Andre anlæg, driftsmateriel og inventar",,A
12857,"Tilbageførte afskrivninger  Andre anlæg, driftsmateriel og inventar",,A
12858,"Tilbageførte nedskrivninger  Andre anlæg, driftsmateriel og inventar",,A
12881,"Opskrivninger primo 2 Andre anlæg, driftsmateriel og inventar",,A
12882,"Årets opskrivninger 2 Andre anlæg, driftsmateriel og inventar",,A
12883,"Tilbageførte opskrivninger på årets opgang 2 Andre anlæg, driftsmateriel og inventar",,A
12884,"Tilbageførte opskrivninger 2 Andre anlæg, driftsmateriel og inventar",,A
12899,Edb-udstyr i alt,,SumFra5
12900,"Andre anlæg, driftsmateriel og inventar",,Overskrift5
12901,"Kostpris primo 3 Andre anlæg, driftsmateriel og inventar",,A
12902,"Årets tilgang med moms 3 Andre anlæg, driftsmateriel og inventar",I25,A
12903,"Årets tilgang uden moms 3 Andre anlæg, driftsmateriel og inventar",,A
12904,"Årets afgang 3 Andre anlæg, driftsmateriel og inventar",,A
12951,"Afskrivninger primo   Andre anlæg, driftsmateriel og inventar",,A
12952,"Nedskrivninger primo   Andre anlæg, driftsmateriel og inventar",,A
12953,"Årets afskrivninger 3 Andre anlæg, driftsmateriel og inventar",,A
12954,"Årets nedskrivninger 3 Andre anlæg, driftsmateriel og inventar",,A
12955,"Tilbageførte afskrivninger på årets afgang   Andre anlæg, driftsmateriel og inventar",,A
12956,"Tilbageførte nedskrivninger på årets afgang   Andre anlæg, driftsmateriel og inventar",,A
12957,"Tilbageførte afskrivninger   Andre anlæg, driftsmateriel og inventar",,A
12958,"Tilbageførte nedskrivninger   Andre anlæg, driftsmateriel og inventar",,A
12981,"Opskrivninger primo 3 Andre anlæg, driftsmateriel og inventar",,A
12982,"Årets opskrivninger 3 Andre anlæg, driftsmateriel og inventar",,A
12983,"Tilbageførte opskrivninger på årets opgang 3 Andre anlæg, driftsmateriel og inventar",,A
12984,"Tilbageførte opskrivninger 3 Andre anlæg, driftsmateriel og inventar",,A
12999,"Andre anlæg, driftsmateriel og inventar i alt",,SumFra5
13000,Materielle anlægsaktiver under udførelse,,Overskrift5
13001,Kostpris primo,,A
13002,Årets tilgang med moms,I25,A
13003,Årets tilgang uden moms,,A
13004,Årets afgang,,A
13051,Afskrivninger primo,,A
13052,Nedskrivninger primo,,A
13053,Årets afskrivninger,,A
13054,Årets nedskrivninger,,A
13055,Tilbageførte afskrivninger på årets afgang,,A
13056,Tilbageførte nedskrivninger på årets afgang,,A
13057,Tilbageførte afskrivninger,,A
13058,Tilbageførte nedskrivninger,,A
13081,Opskrivninger primo,,A
13082,Årets opskrivninger,,A
13083,Tilbageførte opskrivninger på årets opgang,,A
13084,Tilbageførte opskrivninger,,A
13099,Materielle anlægsaktiver under udførelse i alt,,SumFra5
13100,Stambesætninger,,Overskrift5
13101,Kostpris primo Stambesætninger,,A
13102,Årets tilgang med moms Stambesætninger,I25,A
13103,Årets tilgang uden moms Stambesætninger,,A
13104,Årets afgang Stambesætninger,,A
13151,Afskrivninger primo Stambesætninger,,A
13152,Nedskrivninger primo Stambesætninger,,A
13153,Årets afskrivninger Stambesætninger,,A
13154,Årets nedskrivninger Stambesætninger,,A
13155,Tilbageførte afskrivninger på årets afgang Stambesætninger,,A
13156,Tilbageførte nedskrivninger på årets afgang Stambesætninger,,A
13157,Tilbageførte afskrivninger Stambesætninger,,A
13158,Tilbageførte nedskrivninger Stambesætninger,,A
13181,Opskrivninger primo Stambesætninger,,A
13182,Årets opskrivninger Stambesætninger,,A
13183,Tilbageførte opskrivninger på årets opgang Stambesætninger,,A
13184,Tilbageførte opskrivninger Stambesætninger,,A
13199,Stambesætninger i alt,,SumFra5
13200,Indretning af lejede lokaler,,Overskrift5
13201,"Kostpris primo, indretning af lejede lokaler",,A
13202,"Årets tilgang med moms, indretning af lejede lokaler ",I25,A
13203,Årets tilgang uden moms,,A
13204,"Årets afgang, indretning af lejede lokaler",,A
13251,Afskrivninger primo,,A
13252,Nedskrivninger primo,,A
13253,"Årets afskrivninger, indretning af lejede lokaler",,A
13254,Årets nedskrivninger,,A
13255,Tilbageførte afskrivninger på årets afgang,,A
13256,Tilbageførte nedskrivninger på årets afgang,,A
13257,Tilbageførte afskrivninger,,A
13258,Tilbageførte nedskrivninger,,A
13281,Opskrivninger primo,,A
13282,Årets opskrivninger,,A
13283,Tilbageførte opskrivninger på årets opgang,,A
13284,Tilbageførte opskrivninger,,A
13299,Indretning af lejede lokaler i alt,,SumFra5
13300,Forudbetalinger for materielle anlægsaktiver,,Overskrift5
13301,Kostpris primo,,A
13302,Årets tilgang med moms,I25,A
13303,Årets tilgang uden moms,,A
13304,Årets afgang,,A
13399,Forudbetalinger for materielle anlægsaktiver i alt,,SumFra5
13400,Materielle anlægsaktiver i alt,,SumFra4
13998,Finansielle anlægsaktiver,,Overskrift4
13999,Kapitalandele i tilknyttede virksomheder,,Overskrift5
14000,Kapitalandele i tilknyttede virksomheder,,Overskrift6
14001,Kapitalandele i tilknyttede virksomheder,,A
14002,Årets tilgang,,A
14003,Årets afgang,,A
14004,Værdireguleringer primo,,A
14005,Kursregulering til ultimokurs,,A
14006,Årets resultatandele,,A
14007,Valutakursregulering,,A
14008,Udloddet udbytte,,A
14009,Afskrivning af goodwill,,A
14010,Ændring af intern avance,,A
14011,Korrektion af tidligere nedskrivning,,A
14012,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14019,Kapitalandele i tilknyttede virksomheder i alt,,SumFra6
14020,Kapitalandele i tilknyttede virksomheder 2,,Overskrift6
14021,"Kapitalandele i tilknyttede virksomheder 2, Kostpris primo",,A
14022,Årets tilgang,,A
14023,Årets afgang,,A
14024,Værdireguleringer primo,,A
14025,Kursregulering til ultimokurs,,A
14026,Årets resultatandele,,A
14027,Valutakursregulering,,A
14028,Udloddet udbytte,,A
14029,Afskrivning af goodwill,,A
14030,Ændring af intern avance,,A
14031,Korrektion af tidligere nedskrivning,,A
14032,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14039,Kapitalandele i tilknyttede virksomheder 2 i alt,,SumFra6
14040,Kapitalandele i tilknyttede virksomheder 3,,Overskrift6
14041,"Kapitalandele i tilknyttede virksomheder 3, Kostpris primo",,A
14042,Årets tilgang,,A
14043,Årets afgang,,A
14044,Værdireguleringer primo,,A
14045,Kursregulering til ultimokurs,,A
14046,Årets resultatandele,,A
14047,Valutakursregulering,,A
14048,Udloddet udbytte,,A
14049,Afskrivning af goodwill,,A
14050,Ændring af intern avance,,A
14051,Korrektion af tidligere nedskrivning,,A
14052,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14059,Kapitalandele i tilknyttede virksomheder 3 i alt,,SumFra6
14060,Kapitalandele i tilknyttede virksomheder 4,,Overskrift6
14061,Kostpris primo,,A
14062,Årets tilgang,,A
14063,Årets afgang,,A
14064,Værdireguleringer primo,,A
14065,Kursregulering til ultimokurs,,A
14066,Årets resultatandele,,A
14067,Valutakursregulering,,A
14068,Udloddet udbytte,,A
14069,Afskrivning af goodwill,,A
14070,Ændring af intern avance,,A
14071,Korrektion af tidligere nedskrivning,,A
14072,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14079,Kapitalandele i tilknyttede virksomheder 4 i alt,,SumFra6
14080,Kapitalandele i tilknyttede virksomheder 5,,Overskrift6
14081,Kostpris primo,,A
14082,Årets tilgang,,A
14083,Årets afgang,,A
14084,Værdireguleringer primo,,A
14085,Kursregulering til ultimokurs,,A
14086,Årets resultatandele,,A
14087,Valutakursregulering,,A
14088,Udloddet udbytte,,A
14089,Afskrivning af goodwill,,A
14090,Ændring af intern avance,,A
14091,Korrektion af tidligere nedskrivning,,A
14092,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14098,Kapitalandele i tilknyttede virksomheder 5 i alt,,SumFra6
14099,Kapitalandele i tilknyttede virksomheder i alt,,SumFra5
14100,"Tilgodehavender hos tilknyttede virksomheder, anlægsaktiver",,Overskrift5
14101,Tilgodehavender hos tilknyttede virksomheder,,A
14102,Tilgodehavender hos tilknyttede virksomheder 2,,A
14103,Tilgodehavender hos tilknyttede virksomheder 3,,A
14151,Tilgodehavender hos tilknyttede virksomheder 4,,A
14152,Tilgodehavender hos tilknyttede virksomheder 5,,A
14197,Hensat til forventet tab,,A
14198,"Tilgodehavender hos tilknyttede virksomheder, anlægsaktiver i alt",,SumFra5
14199,Kapitalandele i associerede virksomheder,,Overskrift5
14200,Kapitalandele i associerede virksomheder,,Overskrift6
14201,Kapitalandele i associerede virksomheder,,A
14202,Årets tilgang,,A
14203,Årets afgang,,A
14204,Værdireguleringer primo,,A
14205,Kursregulering til ultimokurs,,A
14206,Årets resultatandele,,A
14207,Valutakursregulering,,A
14208,Udloddet udbytte,,A
14209,Afskrivning af goodwill,,A
14210,Ændring af intern avance,,A
14211,Korrektion af tidligere nedskrivning,,A
14212,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14219,Kapitalandele i associerede virksomheder i alt,,SumFra6
14220,Kapitalandele i associerede virksomheder 2,,Overskrift6
14221,Kapitalandele i associerede virksomheder 2,,A
14222,Årets tilgang,,A
14223,Årets afgang,,A
14224,Værdireguleringer primo,,A
14225,Kursregulering til ultimokurs,,A
14226,Årets resultatandele,,A
14227,Valutakursregulering,,A
14228,Udloddet udbytte,,A
14229,Afskrivning af goodwill,,A
14230,Ændring af intern avance,,A
14231,Korrektion af tidligere nedskrivning,,A
14232,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14239,Kapitalandele i associerede virksomheder 2 i alt,,SumFra6
14240,Kapitalandele i associerede virksomheder 3,,Overskrift6
14241,Kostpris primo,,A
14242,Årets tilgang,,A
14243,Årets afgang,,A
14244,Værdireguleringer primo,,A
14245,Kursregulering til ultimokurs,,A
14246,Årets resultatandele,,A
14247,Valutakursregulering,,A
14248,Udloddet udbytte,,A
14249,Afskrivning af goodwill,,A
14250,Ændring af intern avance,,A
14251,Korrektion af tidligere nedskrivning,,A
14252,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14259,Kapitalandele i associerede virksomheder 3 i alt,,SumFra6
14260,Kapitalandele i associerede virksomheder 4,,Overskrift6
14261,Kostpris primo,,A
14262,Årets tilgang,,A
14263,Årets afgang,,A
14264,Værdireguleringer primo,,A
14265,Kursregulering til ultimokurs,,A
14266,Årets resultatandele,,A
14267,Valutakursregulering,,A
14268,Udloddet udbytte,,A
14269,Afskrivning af goodwill,,A
14270,Ændring af intern avance,,A
14271,Korrektion af tidligere nedskrivning,,A
14272,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14279,Kapitalandele i associerede virksomheder 4 i alt,,SumFra6
14280,Kapitalandele i associerede virksomheder 5,,Overskrift6
14281,Kostpris primo,,A
14282,Årets tilgang,,A
14283,Årets afgang,,A
14284,Værdireguleringer primo,,A
14285,Kursregulering til ultimokurs,,A
14286,Årets resultatandele,,A
14287,Valutakursregulering,,A
14288,Udloddet udbytte,,A
14289,Afskrivning af goodwill,,A
14290,Ændring af intern avance,,A
14291,Korrektion af tidligere nedskrivning,,A
14292,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14298,Kapitalandele i associerede virksomheder 5 i alt,,SumFra6
14299,Kapitalandele i associerede virksomheder i alt,,SumFra5
14300,"Tilgodehavender hos associerede virksomheder, anlægsaktiver",,Overskrift5
14301,Tilgodehavender hos associerede virksomheder,,A
14302,Tilgodehavender hos associerede virksomheder 2,,A
14303,Tilgodehavender hos associerede virksomheder 3,,A
14351,Tilgodehavender hos associerede virksomheder 4,,A
14352,Tilgodehavender hos associerede virksomheder 5,,A
14369,Hensat til forventet tab,,A
14370,"Tilgodehavender hos associerede virksomheder, anlægsaktiver i alt",,SumFra5
14371,Kapitalandele i joint ventures,,Overskrift5
14372,Kapitalandele i joint ventures,,Overskrift6
14373,Kostpris primo Kapitalandele i joint ventures,,A
14374,Årets tilgang,,A
14375,Årets afgang,,A
14376,Værdireguleringer primo,,A
14377,Kursregulering til ultimokurs,,A
14378,Årets resultatandele,,A
14379,Valutakursregulering,,A
14380,Udloddet udbytte,,A
14381,Afskrivning af goodwill,,A
14382,Ændring af intern avance,,A
14383,Korrektion af tidligere nedskrivning,,A
14384,Tilbageførte værdireguleringer på afhændede kapitalandele,,A
14399,Kapitalandele i joint ventures i alt,,SumFra5
14400,"Andre værdipapirer og kapitalandele, anlægsaktiver",,Overskrift5
14401,Aktier,,Overskrift6
14402,Kostpris primo,,A
14403,Årets tilgang,,A
14404,Årets afgang,,A
14412,Værdireguleringer primo,,A
14413,Årets værdireguleringer,,A
14422,Aktier,,A
14423,Aktier 2,,A
14424,Aktier 3,,A
14425,Aktier 4,,A
14426,Aktier 5,,A
14427,Aktier 6,,A
14428,Aktier 7,,A
14429,Aktier 8,,A
14430,Aktier 9,,A
14431,Aktier 10,,A
14500,Aktier i alt,,SumFra5
14501,Investeringsforeningsbeviser,,Overskrift6
14502,Kostpris primo,,A
14503,Årets tilgang,,A
14504,Årets afgang,,A
14512,Værdireguleringer primo,,A
14513,Årets værdireguleringer,,A
14522,Investeringsforeningsbeviser,,A
14523,Investeringsforeningsbeviser 2,,A
14524,Investeringsforeningsbeviser 3,,A
14525,Investeringsforeningsbeviser 4,,A
14526,Investeringsforeningsbeviser 5,,A
14527,Investeringsforeningsbeviser 6,,A
14528,Investeringsforeningsbeviser 7,,A
14529,Investeringsforeningsbeviser 8,,A
14530,Investeringsforeningsbeviser 9,,A
14531,Investeringsforeningsbeviser 10,,A
14600,Investeringsforeningsbeviser i alt,,SumFra6
14601,Obligationer,,Overskrift6
14602,Kostpris primo,,A
14603,Årets tilgang,,A
14604,Årets afgang,,A
14612,Værdireguleringer primo,,A
14613,Årets værdireguleringer,,A
14622,Obligationer,,A
14623,Obligationer 2,,A
14624,Obligationer 3,,A
14625,Obligationer 4,,A
14626,Obligationer 5,,A
14627,Obligationer 6,,A
14628,Obligationer 7,,A
14629,Obligationer 8,,A
14630,Obligationer 9,,A
14631,Obligationer 10,,A
14700,Obligationer i alt,,SumFra6
14701,Pantebreve,,Overskrift6
14702,Kostpris primo,,A
14703,Årets tilgang,,A
14704,Årets afgang,,A
14712,Værdireguleringer primo,,A
14713,Årets værdireguleringer,,A
14722,Pantebreve,,A
14723,Pantebreve 2,,A
14724,Pantebreve 3,,A
14725,Pantebreve 4,,A
14726,Pantebreve 5,,A
14727,Pantebreve 6,,A
14728,Pantebreve 7,,A
14729,Pantebreve 8,,A
14730,Pantebreve 9,,A
14731,Pantebreve 10,,A
14799,Hensat til forventet tab,,A
14800,Pantebreve i alt,,SumFra6
14801,Gældsbreve,,Overskrift6
14802,Kostpris primo,,A
14803,Årets tilgang,,A
14804,Årets afgang,,A
14812,Værdireguleringer primo,,A
14813,Årets værdireguleringer,,A
14822,Gældsbreve,,A
14823,Gældsbreve 2,,A
14824,Gældsbreve 3,,A
14825,Gældsbreve 4,,A
14826,Gældsbreve 5,,A
14827,Gældsbreve 6,,A
14828,Gældsbreve 7,,A
14829,Gældsbreve 8,,A
14830,Gældsbreve 9,,A
14831,Gældsbreve 10,,A
14899,Hensat til forventet tab,,A
14900,Gældsbreve i alt,,SumFra6
14901,Andre værdipapirer,,Overskrift6
14902,Kostpris primo,,A
14903,Årets tilgang,,A
14904,Årets afgang,,A
14912,Værdireguleringer primo,,A
14913,Årets værdireguleringer,,A
14922,Andre værdipapirer,,A
14923,Andre værdipapirer 2,,A
14924,Andre værdipapirer 3,,A
14925,Andre værdipapirer 4,,A
14926,Andre værdipapirer 5,,A
14927,Andre værdipapirer 6,,A
14928,Andre værdipapirer 7,,A
14929,Andre værdipapirer 8,,A
14930,Andre værdipapirer 9,,A
14931,Andre værdipapirer 10,,A
14999,Andre værdipapirer i alt,,SumFra6
15199,"Andre værdipapirer og kapitalandele, anlægsaktiver i alt",,SumFra5
15200,"Andre tilgodehavender, anlægsaktiver",,Overskrift5
15201,Langfristede tilgodehavender,,Overskrift6
15202,Kostpris primo,,A
15203,Årets tilgang,,A
15204,Årets afgang,,A
15212,Værdireguleringer primo,,A
15213,Årets værdireguleringer,,A
15222,Langfristede tilgodehavender,,A
15223,Langfristede tilgodehavender 2,,A
15224,Langfristede tilgodehavender 3,,A
15225,Langfristede tilgodehavender 4,,A
15226,Langfristede tilgodehavender 5,,A
15227,Langfristede tilgodehavender 6,,A
15228,Langfristede tilgodehavender 7,,A
15229,Langfristede tilgodehavender 8,,A
15230,Langfristede tilgodehavender 9,,A
15231,Langfristede tilgodehavender 10,,A
15300,Langfristede tilgodehavender i alt,,SumFra6
15301,"Tilgodehavender hos ejere og ledelse, anlægsaktiver",,Overskrift6
15302,Kostpris primo,,A
15303,Årets tilgang,I25,A
15304,Årets afgang,,A
15305,Værdireguleringer primo,U25,A
15306,Årets værdireguleringer,,A
15310,"Tilgodehavender hos ejere og ledelse, anlægsaktiver",,A
15311,"Tilgodehavender hos ejere og ledelse, anlægsaktiver 2",,A
15312,"Tilgodehavender hos ejere og ledelse, anlægsaktiver 3",,A
15313,"Tilgodehavender hos ejere og ledelse, anlægsaktiver 4",,A
15314,"Tilgodehavender hos ejere og ledelse, anlægsaktiver 5",,A
15497,Hensat til forventet tab,,A
15498,"Tilgodehavender hos ejere og ledelse, anlægsaktiver i alt",,SumFra6
15499,"Andre tilgodehavender, anlægsaktiver i alt",,SumFra5
15500,Deposita,,Overskrift5
15501,"Deposita, Kostpris primo",,A
15502,"Deposita, Årets tilgang m/moms",I25,A
15503,"Deposita, Årets tilgang u/moms",,A
15504,Årets afgang m/moms,U25,A
15505,Årets afgang u/moms,,A
15506,Værdireguleringer primo,,A
15507,Årets værdireguleringer,,A
15521,Deposita,,A
15522,Deposita 2,,A
15523,Deposita 3,,A
15524,Deposita 4,,A
15525,Deposita 5,,A
15526,Deposita 6,I25,A
15527,Deposita 7,I25,A
15528,Deposita 8,I25,A
15529,Deposita 9,I25,A
15530,Deposita 10,I25,A
15548,Hensat til forventet tab,,A
15549,Deposita i alt,,SumFra5
15550,Krav på indbetaling af virksomhedskapital,,Overskrift5
15551,Kostpris primo,,A
15552,Årets tilgang m/moms,I25,A
15553,Årets tilgang u/moms,,A
15554,Årets afgang m/moms,U25,A
15555,Årets afgang u/moms,,A
15556,Værdireguleringer primo,,A
15557,Årets værdireguleringer,,A
15571,Krav på indbetaling af virksomhedskapital,,A
15572,Krav på indbetaling af virksomhedskapital 2,,A
15573,Krav på indbetaling af virksomhedskapital 3,,A
15574,Krav på indbetaling af virksomhedskapital 4,,A
15575,Krav på indbetaling af virksomhedskapital 5,,A
15576,Krav på indbetaling af virksomhedskapital 6,,A
15577,Krav på indbetaling af virksomhedskapital 7,,A
15578,Krav på indbetaling af virksomhedskapital 8,,A
15579,Krav på indbetaling af virksomhedskapital 9,,A
15580,Krav på indbetaling af virksomhedskapital 10,,A
15598,Hensat til forventet tab,,A
15599,Krav på indbetaling af virksomhedskapital i alt,,SumFra5
15600,Skat,,Overskrift5
15601,Udskudt skatteaktiv,,A
15602,Tilgodehavende selskabsskat,I25,A
15699,Skat i alt,,SumFra5
15700,Finansielle anlægsaktiver i alt,,SumFra4
15998,Anlægsaktiver i alt,,SumFra3
15999,Omsætningsaktiver,,Overskrift3
16000,Varebeholdninger,,Overskrift4
16100,Råvarer og hjælpematerialer,,Overskrift5
16101,Råvarer og hjælpematerialer,,A
16102,"Råvarer og hjælpematerialer, fra tilknyttede virksomheder",,A
16103,Råvarer og hjælpematerialer fra associerede virksomheder,,A
16104,"Råvarer og hjælpematerialer, nedskrivning for ukurans",,A
16105,Biologiske aktiver til forbrug,,A
16110,Kornbeholdning,,A
16112,Olie- og gasbeholdning,,A
16114,Gødning og kemikaliebeholdning,,A
16149,Råvarer og hjælpematerialer i alt,,SumFra5
16150,Varer under fremstilling,,Overskrift5
16151,Varer under fremstilling,,A
16152,"Varer under fremstilling, fra tilknyttede virksomheder",,A
16153,Varer under fremstilling fra associerede virksomheder,,A
16154,"Varer under fremstilling, nedskrivning for ukurans",,A
16155,Jordbeholdninger,,A
16199,Varer under fremstilling i alt,,SumFra5
16200,Fremstillede varer og handelsvarer,,Overskrift5
16201,Fremstillede varer og handelsvarer,,A
16202,"Fremstillede varer og handelsvarer, fra tilknyttede virksomheder",,A
16203,Fremstillede varer og handelsvarer fra associerede virksomheder,,A
16204,"Fremstillede varer og handelsvarer, nedskrivning for ukurans",,A
16205,Aktiver bestemt for salg,,A
16211,Handelsvarer,,A
16212,"Handelsvarer, fra tilknyttede virksomheder",,A
16213,Handelsvarer fra associerede virksomheder,,A
16214,"Handelsvarer, nedskrivning for ukurans",,A
16249,Fremstillede varer og handelsvarer i alt,,SumFra5
16250,Forudbetalinger for varer,,Overskrift5
16251,Forudbetalinger for varer,,A
16252,"Forudbetalinger for varer, fra tilknyttede virksomheder",,A
16253,Forudbetalinger for varer fra associerede virksomheder,,A
16279,Forudbetalinger for varer i alt,,SumFra5
16280,Handelsbesætning,,Overskrift5
16281,Tyre og tyre-stude,,A
16282,Kalve,,A
16283,Orner,,A
16284,Sopolte,,A
16285,Slagtesvin,,A
16286,Smågrise,,A
16287,Lam og væddere,,A
16288,Nedskrivning besætning,,A
16289,"Handelsbesætning, fra tilknyttede virksomheder",,A
16290,Handelsbesætning fra associerede virksomheder,,A
16298,Handelsbesætning i alt,,SumFra5
16299,Varebeholdninger i alt,,SumFra4
16300,Tilgodehavender,,Overskrift4
16301,Tilgodehavender fra salg og tjenesteydelser,,Overskrift5
16302,Tilgodehavender fra salg og tjenesteydelser,,A
16303,Tilgodehavender fra salg og tjenesteydelser 2,,A
16304,Tilgodehavender fra salg og tjenesteydelser 3,,A
16305,Tilgodehavender fra salg og tjenesteydelser 4,,A
16306,Tilgodehavender fra salg og tjenesteydelser 5,,A
16307,"Tilgodehavender fra salg og tjenesteydelser, danske",,A
16308,"Tilgodehavender fra salg og tjenesteydelser, udenlandske",,A
16309,Valutakursregulering ultimo,,A
16348,Hensat til tab på debitorer,,A
16349,Tilgodehavender fra salg og tjenesteydelser i alt,,SumFra5
16350,Igangværende arbejder,,Overskrift5
16351,Igangværende arbejder for fremmed regning Igangværende arbejder for fremmed regning,,A
16352,"Igangværende arbejder for fremmed regning, tilknyttede virksomheder",,A
16353,"Igangværende arbejder for fremmed regning, associerede virksomheder",,A
16354,Aconto faktureret igangværende arbejder for fremmed regning,,A
16399,Igangværende arbejder i alt,,SumFra5
16400,Tilgodehavende hos tilknyttede virksomheder,,Overskrift5
16401,Tilgodehavender hos tilknyttede virksomheder,,A
16402,Tilgodehavender hos tilknyttede virksomheder 2,,A
16403,Tilgodehavender hos tilknyttede virksomheder 3,,A
16404,Tilgodehavender hos tilknyttede virksomheder 4,,A
16405,Tilgodehavender hos tilknyttede virksomheder 5,,A
16431,"Tilgodehavender hos tilknyttede virksomheder, sambeskatningsbidrag",,A
16432,"Tilgodehavender hos tilknyttede virksomheder, sambeskatningsbidrag 2",,A
16433,"Tilgodehavender hos tilknyttede virksomheder, sambeskatningsbidrag 3",,A
16434,"Tilgodehavender hos tilknyttede virksomheder, sambeskatningsbidrag 4",,A
16435,"Tilgodehavender hos tilknyttede virksomheder, sambeskatningsbidrag 5",,A
16461,Tilgodehavender hos tilknyttede virksomheder 6,,A
16462,Tilgodehavender hos tilknyttede virksomheder 7,,A
16463,Tilgodehavender hos tilknyttede virksomheder 8,,A
16464,Tilgodehavender hos tilknyttede virksomheder 9,,A
16465,"Tilgodehavender hos tilknyttede virksomheder, nedskrivning",,A
16499,Tilgodehavende hos tilknyttede virksomheder i alt,,SumFra5
16500,Tilgodehavende hos associerede virksomheder,,Overskrift5
16501,Tilgodehavender hos associerede virksomheder,,A
